"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042160","BP","GO:0042160","lipoprotein modification",3,0.929507429119126,1.42983673604395,0.0352941176470588,0.0352941176470588,0.415725084455735,899,"tags=33%, list=1%, signal=33%","APOD"
"GO:0042161","BP","GO:0042161","lipoprotein oxidation",3,0.929507429119126,1.42983673604395,0.0352941176470588,0.0352941176470588,0.415725084455735,899,"tags=33%, list=1%, signal=33%","APOD"
"GO:0086053","BP","GO:0086053","AV node cell to bundle of His cell communication by electrical coupling",3,0.928472723508979,1.42824507572363,0.0372549019607843,0.0372549019607843,0.426003676354758,926,"tags=33%, list=1%, signal=33%","GJC1"
"GO:0086077","MF","GO:0086077","gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling",3,0.928472723508979,1.42824507572363,0.0372549019607843,0.0372549019607843,0.426003676354758,926,"tags=33%, list=1%, signal=33%","GJC1"
"GO:0038188","BP","GO:0038188","cholecystokinin signaling pathway",3,0.92610919107801,1.42460931619039,0.0392156862745098,0.0392156862745098,0.433510114806782,5797,"tags=100%, list=7%, signal=93%","CCKBR/CCK/CCKAR"
"GO:0072563","CC","GO:0072563","endothelial microparticle",3,0.924098395583508,1.42151616257307,0.0411764705882353,0.0411764705882353,0.442563488954827,826,"tags=33%, list=1%, signal=33%","ENG"
"GO:1903235","BP","GO:1903235","positive regulation of calcium ion-dependent exocytosis of neurotransmitter",3,0.922576804445638,1.41917553910089,0.0411764705882353,0.0411764705882353,0.442563488954827,345,"tags=33%, list=0%, signal=33%","SYT1"
"GO:0098919","MF","GO:0098919","structural constituent of postsynaptic density",3,0.922237254797346,1.41865321884219,0.0411764705882353,0.0411764705882353,0.442563488954827,4847,"tags=67%, list=6%, signal=63%","SHANK1/PPFIA2"
"GO:0072338","BP","GO:0072338","lactam metabolic process",3,0.921199290933901,1.41705654643684,0.0411764705882353,0.0411764705882353,0.442563488954827,6182,"tags=100%, list=8%, signal=92%","DPEP1/MME/SLC16A12"
"GO:0001536","CC","GO:0001536","radial spoke stalk",3,0.919977646485157,1.41517732303692,0.0431372549019608,0.0431372549019608,0.451128316774478,5150,"tags=67%, list=7%, signal=62%","CFAP251/CFAP61"
"GO:0001827","BP","GO:0001827","inner cell mass cell fate commitment",3,0.917530905165065,1.41141356546655,0.0450980392156863,0.0450980392156863,0.460040721588103,2920,"tags=33%, list=4%, signal=32%","PRDM14"
"GO:0048619","BP","GO:0048619","embryonic hindgut morphogenesis",3,0.915216334903041,1.40785312314504,0.0450980392156863,0.0450980392156863,0.460040721588103,4065,"tags=67%, list=5%, signal=63%","DACT1/HOXA13"
"GO:0006649","BP","GO:0006649","phospholipid transfer to membrane",3,0.914375558168554,1.40655977849375,0.0450980392156863,0.0450980392156863,0.460040721588103,433,"tags=33%, list=1%, signal=33%","ABCA4"
"GO:0005960","CC","GO:0005960","glycine cleavage complex",3,0.913568439626104,1.40531820935059,0.0470588235294118,0.0470588235294118,0.461405548281305,1315,"tags=33%, list=2%, signal=33%","GLDC"
"GO:0006546","BP","GO:0006546","glycine catabolic process",3,0.913568439626104,1.40531820935059,0.0470588235294118,0.0470588235294118,0.461405548281305,1315,"tags=33%, list=2%, signal=33%","GLDC"
"GO:0019464","BP","GO:0019464","glycine decarboxylation via glycine cleavage system",3,0.913568439626104,1.40531820935059,0.0470588235294118,0.0470588235294118,0.461405548281305,1315,"tags=33%, list=2%, signal=33%","GLDC"
"GO:0097164","BP","GO:0097164","ammonium ion metabolic process",3,0.913568439626104,1.40531820935059,0.0470588235294118,0.0470588235294118,0.461405548281305,1315,"tags=33%, list=2%, signal=33%","GLDC"
"GO:0050771","BP","GO:0050771","negative regulation of axonogenesis",54,0.533757832401242,1.39784139968232,0.041002277904328,0.041002277904328,0.442563488954827,7885,"tags=31%, list=10%, signal=28%","EPHA7/NRP1/DRAXIN/SEMA6C/BCL11A/EFNB3/SEMA3F/FSTL4/RTN4R/MAG/SEMA5A/MAP2/SEMA3G/ARHGAP4/PLXNA3/ULK2/WNT3A"
"GO:0060042","BP","GO:0060042","retina morphogenesis in camera-type eye",72,0.497246597641523,1.34740868281776,0.0476190476190476,0.0476190476190476,0.462149113001596,10710,"tags=40%, list=14%, signal=35%","PROM1/PRDM1/SDK2/LARGE1/FAT3/RHO/VSX2/ZHX2/DLL1/RORB/LRP5/MEGF11/VSX1/RP1/FJX1/PDE6C/ATP8A2/CALB1/SAMD7/CABP4/SDK1/LHX1/NRL/USH1C/MAN2A1/TSPAN12/SOX8/DSCAM/NTRK2"
"GO:0014020","BP","GO:0014020","primary neural tube formation",97,-0.481645489064851,-1.32581895233625,0.0497335701598579,0.0497335701598579,0.471600400123616,10784,"tags=32%, list=14%, signal=28%","TGFB1/BCL10/LHX2/NOG/BMP4/SFRP1/FZD3/FUZ/GRHL2/CELSR1/CASP3/RALA/GRHL3/CC2D2A/PFN1/SKI/NCKAP1/VANGL2/MKS1/LMO4/RARA/VASP/SALL4/DLC1/SDC4/PAX2/SEMA4C/TWIST1/TRIM71/CDK20/PRICKLE1"
"GO:0048306","MF","GO:0048306","calcium-dependent protein binding",82,-0.496810513289862,-1.33066300277154,0.0462633451957295,0.0462633451957295,0.460040721588103,11182,"tags=45%, list=14%, signal=39%","ANXA4/S100Z/TNNC1/SEC31A/S100A7/ANXA6/CASQ2/CHP1/S100A5/TNNT3/MASP1/CLN3/STX2/A2M/ANXA11/STMN2/SLC9A1/SYT8/DMBT1/VPS37C/ANXA2P2/SELP/CD177/NRXN1/S100A4/MYO1D/RAC3/S100A12/S100A9/S100A8/FCN2/S100A10/TNNI3/S100B/S100P/ANXA3/SLC24A4"
"GO:1990868","BP","GO:1990868","response to chemokine",96,-0.485812849961272,-1.33309808692768,0.0465116279069767,0.0465116279069767,0.460040721588103,2831,"tags=29%, list=4%, signal=28%","LYN/CXCR5/CIB1/MPL/OXSR1/TFF2/FOXC1/STAT5A/CXCL6/JAK2/CCL2/ZC3H12A/ROBO1/CMKLR1/CXCR3/CCL4/CCR4/CXCR2/CX3CR1/CCL26/CCL1/CXCR1/XCR1/CCR3/CCR2/PADI2/CCL24/CCL23"
"GO:1990869","BP","GO:1990869","cellular response to chemokine",96,-0.485812849961272,-1.33309808692768,0.0465116279069767,0.0465116279069767,0.460040721588103,2831,"tags=29%, list=4%, signal=28%","LYN/CXCR5/CIB1/MPL/OXSR1/TFF2/FOXC1/STAT5A/CXCL6/JAK2/CCL2/ZC3H12A/ROBO1/CMKLR1/CXCR3/CCL4/CCR4/CXCR2/CX3CR1/CCL26/CCL1/CXCR1/XCR1/CCR3/CCR2/PADI2/CCL24/CCL23"
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity",83,-0.501212930828246,-1.34286777014653,0.0392156862745098,0.0392156862745098,0.433510114806782,12082,"tags=35%, list=15%, signal=30%","LYN/GCKR/PAK2/MIDN/NPPA/MVP/ITGB1BP1/PDCD4/CHP1/ADAR/ZGPAT/DEPTOR/PRDX3/AGT/VPS25/ACP4/PTPRC/RGS14/DUSP7/CD300A/ADARB1/GADD45A/SOCS5/WARS1/HEG1/ZFYVE28/PTPRJ/PRKN/CDKN1C"
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation",97,-0.4882186290703,-1.34391274495643,0.0497335701598579,0.0497335701598579,0.471600400123616,11670,"tags=43%, list=15%, signal=37%","MAJIN/RNF212/ASPM/GOLGA2/NCAPH/NCAPH2/HORMAD1/BRIP1/REC8/MAEL/PLK1/FANCD2/SGO1/C9orf78/ANKRD31/CCNB2/MLH1/NUF2/ZWINT/SKA1/TTK/MEI4/CHFR/TRIP13/ACTR3/ESPL1/SMC2/ACTR2/FBXO5/DMC1/SYCE2/AGO4/AURKA/MCMDC2/MAPK15/SYCE1/SYCP2/P3H4/M1AP/TERB2/SYCE3/TEX15"
"GO:0006094","BP","GO:0006094","gluconeogenesis",95,-0.492559321142935,-1.34505511385997,0.0397111913357401,0.0397111913357401,0.437844184992234,12092,"tags=36%, list=15%, signal=30%","G6PC3/PER2/PGK1/SDHAF3/ATF4/PFKFB1/SESN2/SERPINA12/PCK1/SLC39A14/PFKFB3/WDR5/PGAM1/AKT1/C1QTNF12/PRKAG2/PGP/DGKQ/GPD2/SLC37A4/SELENOS/SLC25A10/LEPR/DGAT2/ENO1/NLN/TPI1/FBP1/MST1/PGM1/SDS/GPI/PPARGC1A/PRKAG3"
"GO:0002287","BP","GO:0002287","alpha-beta T cell activation involved in immune response",93,-0.495172744634534,-1.34932633167862,0.0469314079422383,0.0469314079422383,0.461405548281305,7476,"tags=33%, list=10%, signal=30%","RORC/STAT5A/IL6/SLAMF6/RORA/JAK2/GATA3/STAT3/HLX/ICOS/ZC3H12A/JAK3/IL27/IL6R/BCL6/SEMA4A/TMEM98/EOMES/RARA/SOCS5/IL4R/ASCL2/IL23R/ZFPM1/STAT4/SHB/PRKCZ/LOXL3/ZBTB7B/SOCS3/IL18R1"
"GO:0002293","BP","GO:0002293","alpha-beta T cell differentiation involved in immune response",93,-0.495172744634534,-1.34932633167862,0.0469314079422383,0.0469314079422383,0.461405548281305,7476,"tags=33%, list=10%, signal=30%","RORC/STAT5A/IL6/SLAMF6/RORA/JAK2/GATA3/STAT3/HLX/ICOS/ZC3H12A/JAK3/IL27/IL6R/BCL6/SEMA4A/TMEM98/EOMES/RARA/SOCS5/IL4R/ASCL2/IL23R/ZFPM1/STAT4/SHB/PRKCZ/LOXL3/ZBTB7B/SOCS3/IL18R1"
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity",99,-0.488662716319952,-1.3495381201646,0.049645390070922,0.049645390070922,0.471600400123616,13199,"tags=43%, list=17%, signal=36%","PAQR3/PPIA/DTX3L/YWHAG/MYCNOS/CEP85/ABL1/GSK3A/LYN/BANF1/GSK3B/RPL11/GCKR/PAK2/MIDN/NPPA/MAD2L1/MVP/ITGB1BP1/PDCD4/CHP1/ADAR/ZGPAT/DEPTOR/PRDX3/AGT/ZFP36/VPS25/ACP4/PTPRC/FBXO5/RGS14/DUSP7/CD300A/ADARB1/GADD45A/SOCS5/WARS1/HEG1/ZFYVE28/PTPRJ/PRKN/CDKN1C"
"GO:0005798","CC","GO:0005798","Golgi-associated vesicle",97,-0.490342150250402,-1.34975813267454,0.044404973357016,0.044404973357016,0.458312932320603,12923,"tags=37%, list=16%, signal=31%","CLTA/VMA22/AP2A1/CSPG5/ITM2B/SPG21/AP4B1/RHOQ/TMED3/SPPL2A/OCRL/RAB8B/COPA/NRGN/DIPK2A/COPG1/COPE/TGOLN2/AP1M1/KDELR1/AP1S1/COPB2/STEAP2/BACE1/SLC2A4/GNRH1/TMED9/FURIN/PACSIN1/COPZ2/CNGB1/RAB27B/LRRK2/CNGA4/APP/CLTCL1"
"GO:0010803","BP","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",77,-0.504542099967452,-1.35154558714943,0.0490367775831874,0.0490367775831874,0.46857541988703,15350,"tags=38%, list=20%, signal=30%","PPP2CB/UBE2K/NKIRAS2/PIAS4/GPS2/SYK/CASP8/ADAM17/NRDC/TAX1BP1/SPPL2A/ANXA4/GSTP1/GAS6/RFFL/TNFRSF1A/HIPK1/TMC8/NR1H4/CDK5R1/HSPA1A/F2RL1/NAIP/EXT1/TANK/CARD16/MMP8/CLDN18/PRKN"
"GO:0046364","BP","GO:0046364","monosaccharide biosynthetic process",100,-0.488534277874897,-1.35210735267542,0.0460992907801418,0.0460992907801418,0.460040721588103,11604,"tags=37%, list=15%, signal=32%","G6PC3/PER2/PGK1/SDHAF3/ATF4/PFKFB1/SESN2/SERPINA12/PCK1/SLC39A14/PFKFB3/WDR5/PGAM1/AKT1/C1QTNF12/PRKAG2/PGP/DGKQ/GPD2/SLC37A4/SELENOS/SLC25A10/LEPR/DGAT2/SORD/G6PD/ENO1/NLN/TPI1/PGD/FBP1/MST1/PGM1/SDS/GPI/PPARGC1A/PRKAG3"
"GO:0061614","BP","GO:0061614","miRNA transcription",76,-0.505175222670588,-1.35457171119413,0.048951048951049,0.048951048951049,0.468478078127201,9223,"tags=39%, list=12%, signal=35%","FOXA1/NGFR/IL6/NR1H2/BMP4/SREBF2/FGF2/SPI1/MYC/JUN/ETS1/AGT/GATA3/STAT3/FOSL1/KLF4/BMPR1A/RARA/ATOH8/ZNF512B/NOTCH2/APP/TWIST1/NOTCH3/EGR1/PPARG/AR/VEGFA/MYCN/GATA2"
"GO:0008344","BP","GO:0008344","adult locomotory behavior",87,-0.50204836370498,-1.35555269169123,0.0461811722912966,0.0461811722912966,0.460040721588103,11059,"tags=31%, list=14%, signal=27%","LGI4/ZMPSTE24/CLN8/NTSR1/VPS13A/SEZ6L2/GRIN2D/KCNJ10/ID2/NLGN2/ARRB2/SEZ6L/DAB1/AGTPBP1/NR4A2/HIPK2/GBX1/EPHA4/PPT1/PREX2/APP/UCHL1/CACNB4/CSTB/PRKN/GLRB/ATXN1"
"GO:1901880","BP","GO:1901880","negative regulation of protein depolymerization",78,-0.506597627501059,-1.3588272808629,0.0440917107583774,0.0440917107583774,0.458020477709566,14635,"tags=44%, list=19%, signal=35%","VILL/CCDC88C/MID1/TMOD1/LMOD1/TMOD2/TRIOBP/HDGFL3/ADD2/TMOD3/DMTN/SCIN/CIB1/CAPZB/SPEF1/SPTBN2/KATNB1/TPX2/FLII/CAPG/STMN2/CAPZA1/TWF2/DIAPH3/SPTB/CAMSAP2/SVIL/GSN/ASB2/CARMIL1/LIMA1/NAV3/CRACD/FGF13"
"GO:0006900","BP","GO:0006900","vesicle budding from membrane",88,-0.501544352737401,-1.35916603905826,0.0391459074733096,0.0391459074733096,0.433510114806782,16375,"tags=44%, list=21%, signal=35%","AP3B2/SNX3/VAPB/ARFGAP3/GOLPH3L/KLHL12/CSNK1D/TRAPPC3/RAB1A/SEC24A/SCAP/SEC23A/TRAPPC4/AP2M1/PEF1/TFG/TRAPPC11/SEC31A/MIA3/CHMP5/TBC1D20/PREB/PICALM/SEC23B/AP3D1/TRAPPC5/SEC16A/SLC2A4/AP3S2/TMED9/TRAPPC1/CHMP4C/MAPK15/SURF4/MX2/DNM1/SEC24D/S100A10/PRKN"
"GO:0007193","BP","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",97,-0.494167871747641,-1.36028914393191,0.0373001776198934,0.0373001776198934,0.426003676354758,5294,"tags=22%, list=7%, signal=20%","ADGRG6/INSL3/S1PR1/GNAO1/ADRA2A/PSAP/AKAP12/MARCO/FLNA/LPAR1/DRD3/C5AR1/OXER1/APP/P2RY1/S1PR3/ADGRG3/PTGDR2/C3AR1/HRH4/RXFP2"
"GO:1902893","BP","GO:1902893","regulation of miRNA transcription",75,-0.505847765844023,-1.36110624898403,0.0434027777777778,0.0434027777777778,0.452379416678952,9223,"tags=40%, list=12%, signal=35%","FOXA1/NGFR/IL6/NR1H2/BMP4/SREBF2/FGF2/SPI1/MYC/JUN/ETS1/AGT/GATA3/STAT3/FOSL1/KLF4/BMPR1A/RARA/ATOH8/ZNF512B/NOTCH2/APP/TWIST1/NOTCH3/EGR1/PPARG/AR/VEGFA/MYCN/GATA2"
"GO:0005876","CC","GO:0005876","spindle microtubule",83,-0.508204252741285,-1.36159917209225,0.0320855614973262,0.0320855614973262,0.402669170060588,17224,"tags=51%, list=22%, signal=40%","EML3/CCSAP/HAUS5/HNRNPU/MAP1S/HAUS7/RMDN3/KIF11/HAUS8/CSNK1D/KNTC1/TUBGCP3/TTL/HAUS2/FAM161A/CALM3/KIF3B/TUBG2/AURKC/KIF4A/TUBG1/PLK1/AURKB/CENPE/CHMP5/SKA1/KIF18B/CDK1/CCDC57/HAUS6/CHMP2A/BIRC5/BBLN/CHMP3/FAM110A/AURKA/CHMP4C/KLHL21/PSRC1/RMDN2/MAPRE3/MTCL1"
"GO:0005604","CC","GO:0005604","basement membrane",100,-0.493088133002989,-1.36471097391669,0.0390070921985816,0.0390070921985816,0.433510114806782,6174,"tags=33%, list=8%, signal=30%","COL4A4/LAMB1/SERPINF1/COL4A2/COL4A3/PAPLN/MMRN2/MEGF9/COL15A1/ANXA2P2/P3H2/HMCN1/FBLN1/ITGB4/LAMC3/COL2A1/COL18A1/COL17A1/AGRN/SPARC/TGFBI/LOXL1/CD151/NID1/COL4A1/COL9A3/ENTPD1/FREM1/DST/FBN1/COL4A5/ADAMTS1/LAMB2"
"GO:0008186","MF","GO:0008186","ATP-dependent activity, acting on RNA",79,-0.508967111220572,-1.36638825363559,0.0426287744227353,0.0426287744227353,0.447698069453265,16425,"tags=38%, list=21%, signal=30%","DHX57/DDX1/AQR/DHX35/G3BP1/DHX33/DHX36/DDX19A/DDX23/DHX38/DDX17/DDX55/DDX46/DDX18/DDX41/DDX59/RIGI/BRIP1/DDX60/PIF1/DDX60L/DHX58/DDX11/DHX34/DHX32/HELZ2/DDX11L8/MOV10L1/TDRD9/DDX3Y"
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation",72,-0.513515200417295,-1.36778057072038,0.0481283422459893,0.0481283422459893,0.462746843479798,12207,"tags=38%, list=16%, signal=32%","MFSD2A/ACADVL/HSD17B10/ABCD1/SESN2/HADHB/ACOXL/SCP2/DECR2/ECH1/ACADS/ECI1/AKT1/HADHA/ABCD2/ACACB/CRAT/CPT2/PLIN5/MTLN/HSD17B4/PEX2/IRS2/ABCB11/EHHADH/TWIST1/SLC27A2"
"GO:1901657","BP","GO:1901657","glycosyl compound metabolic process",71,-0.514255782400251,-1.3688167518239,0.049645390070922,0.049645390070922,0.471600400123616,11624,"tags=39%, list=15%, signal=34%","DGUOK/PNP/DCTD/APRT/PGM2/CDK1/ADA2/NT5C3A/DPYD/AKR1C1/SULT1C4/ICMT/DNPH1/AKR1C2/TK1/NME4/AKR1C3/QNG1/GBA1/NAGA/ENPP4/AKR1C4/UPP2/SLC34A1/TYMP/FUCA2/ACP3/UPP1"
"GO:0010232","BP","GO:0010232","vascular transport",88,-0.505380035690288,-1.36956059335381,0.0320284697508897,0.0320284697508897,0.402669170060588,6710,"tags=33%, list=9%, signal=30%","FLVCR2/TFRC/SLC7A2/SLC2A3/SLC2A4/SLC19A1/SLC44A1/SLC1A1/SLC16A7/LEPR/SLC7A1/SLC5A5/SLC2A13/ABCB1/SLC4A4/LRP3/SLC6A6/SLC4A3/SLC1A3/SLC29A1/ATP1A4/LRP1/CD36/SLCO1C1/AVPR1B/SLC2A10/SLCO3A1/SLC7A8/SLC24A3"
"GO:0150104","BP","GO:0150104","transport across blood-brain barrier",88,-0.505380035690288,-1.36956059335381,0.0320284697508897,0.0320284697508897,0.402669170060588,6710,"tags=33%, list=9%, signal=30%","FLVCR2/TFRC/SLC7A2/SLC2A3/SLC2A4/SLC19A1/SLC44A1/SLC1A1/SLC16A7/LEPR/SLC7A1/SLC5A5/SLC2A13/ABCB1/SLC4A4/LRP3/SLC6A6/SLC4A3/SLC1A3/SLC29A1/ATP1A4/LRP1/CD36/SLCO1C1/AVPR1B/SLC2A10/SLCO3A1/SLC7A8/SLC24A3"
"GO:0070301","BP","GO:0070301","cellular response to hydrogen peroxide",71,-0.514806236184173,-1.3702819183545,0.049645390070922,0.049645390070922,0.471600400123616,11779,"tags=35%, list=15%, signal=30%","RIPK3/KLF2/HSF1/RHOB/NPPA/MAPK7/MAP3K5/IL6/CDK1/GATA5/PPIF/KDM6B/MAP1LC3A/KLF4/CAT/PRKCD/TXN/ECT2/CYP1B1/ERN1/SMPD3/SIRPA/PDGFD/LCN2/IL18RAP"
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization",91,-0.504926032354357,-1.37081593558121,0.0381818181818182,0.0381818181818182,0.430131807100114,11434,"tags=33%, list=15%, signal=28%","MAPT/FER/PINK1/ARF6/OCLN/SKA1/MLST8/ARPC2/FCHSD1/PFN2/PFN1/FES/CDK5R1/NCKAP1/HSPA1A/CDC42EP4/TPPP/PSRC1/HCK/TENM1/BAIAP2/CARMIL1/MET/VASP/NAV3/CCL26/CCL24/CRACD/TPPP3/ALOX15"
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",86,-0.508658900302233,-1.37118240080176,0.0264550264550265,0.0264550264550265,0.373294505382404,12374,"tags=47%, list=16%, signal=39%","FEM1B/FAIM/BLOC1S2/SP100/FGB/CASP8/STX4/DEDD2/GSK3B/RAF1/DAXX/ITPRIP/PEA15/ZDHHC3/RFFL/ZSWIM2/BRCA1/SFRP1/TNFRSF1A/SPI1/BMPR1B/TNFRSF10A/TMC8/BID/NOS3/STK4/TRADD/HMGB2/MAL/FASLG/CFLAR/BAG3/DAPK1/TNFRSF10C/TNFSF10/THBS1/FAS/HMOX1/LGALS3/BEX3"
"GO:0048525","BP","GO:0048525","negative regulation of viral process",76,-0.511529491260785,-1.37160998245397,0.0454545454545455,0.0454545454545455,0.460040721588103,12261,"tags=37%, list=16%, signal=31%","TRIM27/LARP7/ZNFX1/BANF1/BTBD17/MAVS/IFNL3/RSAD2/EIF2AK2/IFITM2/OAS1/MID2/APOBEC3B/ZFP36/SRPK1/BST2/APCS/TRIM21/STAT1/TRIM14/TRIM15/IL32/LTF/ISG15/PROX1/OASL/PLSCR1/APOBEC3A"
"GO:0008652","BP","GO:0008652","amino acid biosynthetic process",70,-0.517055839009432,-1.37303266763122,0.049645390070922,0.049645390070922,0.471600400123616,8035,"tags=43%, list=10%, signal=39%","SHMT1/NOXRED1/BCAT2/ALDH18A1/GAD1/GLS2/AGXT2/GAD2/ASNSD1/AGXT/CAD/NAGS/CLN3/SHMT2/OAT/MTHFD2L/PYCR1/DPYD/SEPHS2/ASL/ADI1/GLUL/PLOD3/PHGDH/PLOD2/ASS1/CPS1/SLC1A3/CTH/FOLH1"
"GO:0048599","BP","GO:0048599","oocyte development",67,-0.520827654663503,-1.37477391635686,0.0492091388400703,0.0492091388400703,0.469860445648514,11258,"tags=42%, list=14%, signal=36%","REC8/CCNB1/ZGLP1/YBX2/TDRD7/CDC25B/EDNRA/IGF1/TRIP13/TDRD1/TDRD5/PDE3A/BRCA2/FBXO5/DMC1/WNT4/AURKA/TDRKH/TDRD6/RPS6KA2/FIGLA/ZAR1L/OOSP2/SHB/FUT6/EREG/RXFP2/ZFY"
"GO:0006801","BP","GO:0006801","superoxide metabolic process",73,-0.514587260231708,-1.37481337255024,0.0459363957597173,0.0459363957597173,0.460040721588103,9040,"tags=42%, list=12%, signal=38%","DHFR/MAPT/GSTP1/TGFB1/GCH1/NQO1/GNAI2/DUOX2/SHC1/AGT/NOS3/SH3PXD2B/FBLN5/NAGLU/RAC2/SLC1A1/CYBA/PRKCD/F2RL1/NCF4/CD177/SOD3/APP/CD36/NOXA1/BST1/ITGAM/ITGB2/TYROBP/PRG3/MPO"
"GO:1904645","BP","GO:1904645","response to amyloid-beta",61,-0.533285704280295,-1.37605604507057,0.0444839857651246,0.0444839857651246,0.458312932320603,5260,"tags=25%, list=7%, signal=23%","CHRNA7/IGF1R/CACNA2D1/RAMP3/EPHA4/EPHB2/APP/LRP1/CD36/MMP9/LCN2/APOA2/FCGR2B/TYROBP/MMP2"
"GO:0019915","BP","GO:0019915","lipid storage",96,-0.502084679686896,-1.37774891302207,0.0286225402504472,0.0286225402504472,0.38798894652979,10753,"tags=36%, list=14%, signal=31%","AUP1/MIR138-1/PLIN2/STAT5A/MOSPD2/IL6/CIDEA/NR1H2/SREBF2/PNPLA2/SQLE/NR1H3/NPC2/STAT5B/DGAT1/GM2A/ACACB/ZC3H12A/RAB40C/IKBKE/C3/PLIN5/DGAT2/LPL/TTC39B/GBA1/MEST/STARD4/FFAR2/ABHD5/CD36/CES1/ITGAV/PPARG/CAV1"
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway",87,-0.510705811799992,-1.37892818281277,0.0213143872113677,0.0213143872113677,0.337201160729787,2831,"tags=31%, list=4%, signal=30%","LYN/CXCR5/CIB1/MPL/OXSR1/TFF2/FOXC1/STAT5A/CXCL6/JAK2/CCL2/ROBO1/CMKLR1/CXCR3/CCL4/CCR4/CXCR2/CX3CR1/CCL26/CCL1/CXCR1/XCR1/CCR3/CCR2/PADI2/CCL24/CCL23"
"GO:0042733","BP","GO:0042733","embryonic digit morphogenesis",61,-0.534527374797261,-1.37925997160966,0.0444839857651246,0.0444839857651246,0.458312932320603,10966,"tags=31%, list=14%, signal=27%","FLVCR1/LMBR1/NOTCH1/NOG/B9D1/BMP4/TBX3/GRHL2/SHH/LNPK/MKS1/ECE1/BMPR1A/WNT7A/ZBTB16/INTU/TWIST1/PRICKLE1/MYCN"
